antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.2700348432055749,0.3344947735191638,0.22996515679442509,0.8516129032258064,2.5459677419354834,1.0,0.1396399130740934,4.484926526283894,0.8318507268387936,0.613953488372093,0.777030906941395,0.7695564516129032
frozenset({'shooting_Standard_Gls_category=High'}),frozenset({'shooting_Expected_xG_category=High'}),0.3153310104529617,0.32752613240418116,0.2682926829268293,0.850828729281768,2.597743035147526,1.0,0.16501353664606833,4.508065556846046,0.8983179670202571,0.716279069767442,0.7781753642687431,0.8349888327259904
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.2770034843205575,0.3344947735191638,0.23519163763066203,0.8490566037735849,2.538325471698113,1.0,0.14253541987883792,4.4089721254355405,0.8382329317269076,0.6250000000000001,0.77318976587968,0.7760908018867925
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.29442508710801396,0.3344947735191638,0.24912891986062718,0.8461538461538461,2.5296474358974357,1.0,0.15064526703007197,4.325783972125435,0.8570145903479236,0.6559633027522935,0.7688280306081353,0.7954727564102564
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})",frozenset({'shooting_Expected_xG_category=Low'}),0.32578397212543553,0.343205574912892,0.27526132404181186,0.8449197860962567,2.4618474985748797,1.0,0.1634504485910962,4.235191637630663,0.8807280934157591,0.6991150442477876,0.7638831756478817,0.8234751214745243
"frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})",0.2787456445993031,0.32578397212543553,0.23519163763066203,0.8437500000000001,2.5899064171123,1.0,0.1443807743204361,4.314982578397216,0.8511361603149042,0.6367924528301887,0.7682493540051681,0.7828375668449199
"frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.2787456445993031,0.3344947735191638,0.23519163763066203,0.8437500000000001,2.5224609375,1.0,0.14195267637096481,4.259233449477355,0.8368223295759527,0.6221198156682027,0.7652159685863876,0.7734375
frozenset({'shooting_Standard_SoT%_category=Low'}),frozenset({'passing_Ast_category=Low'}),0.3344947735191638,0.524390243902439,0.28222996515679444,0.84375,1.6090116279069766,1.0,0.10682416928698904,3.0439024390243903,0.5687415163854954,0.48942598187311176,0.6714743589743589,0.6909779900332226
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})",frozenset({'shooting_Expected_xG_category=Low'}),0.3205574912891986,0.343205574912892,0.2682926829268293,0.8369565217391306,2.4386448907525935,1.0,0.15827556483628552,4.028339140534267,0.8682650682650683,0.6784140969162996,0.7517587360166073,0.8093412050320019
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})",frozenset({'shooting_Expected_xG_category=Low'}),0.3310104529616725,0.343205574912892,0.2770034843205575,0.8368421052631579,2.4383115148276784,1.0,0.1633988515096699,4.025514218275824,0.8817479035639413,0.6973684210526315,0.7515845316208293,0.8219743521239647
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.27526132404181186,0.3205574912891986,0.22996515679442509,0.8354430379746834,2.6062190423775453,1.0,0.14172807731063872,4.128919860627175,0.8503787878787878,0.6285714285714286,0.7578059071729958,0.7764171711612549
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.27526132404181186,0.3623693379790941,0.22996515679442509,0.8354430379746834,2.3055014605647512,1.0,0.13021889303014483,3.8748324845885795,0.7813228438228437,0.564102564102564,0.7419243273154872,0.7350292112950341
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.27526132404181186,0.3623693379790941,0.22996515679442509,0.8354430379746834,2.3055014605647512,1.0,0.13021889303014483,3.8748324845885795,0.7813228438228437,0.564102564102564,0.7419243273154872,0.7350292112950341
"frozenset({'passing_xAG_category=High', 'shooting_Standard_Gls_category=High'})",frozenset({'passing_Ast_category=High'}),0.20905923344947736,0.30139372822299654,0.17421602787456447,0.8333333333333334,2.764932562620424,1.0,0.1112068860857847,4.191637630662021,0.8070484581497798,0.5181347150259068,0.7614297589359935,0.7056840077071291
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})",0.3344947735191638,0.397212543554007,0.2787456445993031,0.8333333333333333,2.0979532163742687,1.0,0.14588012480423457,3.616724738675956,0.7863874345549737,0.6153846153846153,0.7235067437379575,0.7675438596491228
"frozenset({'passing_Ast_category=High', 'shooting_Standard_Gls_category=High'})","frozenset({'passing_xAG_category=High', 'shooting_Expected_xG_category=High'})",0.19686411149825783,0.22473867595818817,0.16376306620209058,0.831858407079646,3.701447485765246,1.0,0.11952008644028699,4.610764716669721,0.9087321733511792,0.6351351351351351,0.7831162374465546,0.7802702888111408
"frozenset({'passing_xAG_category=High', 'shooting_Standard_Gls_category=High', 'shooting_Expected_xG_category=High'})",frozenset({'passing_Ast_category=High'}),0.19686411149825783,0.30139372822299654,0.16376306620209058,0.831858407079646,2.760038876668883,1.0,0.10442945768432296,4.1548688795158615,0.7939954769926615,0.48958333333333326,0.7593185178646303,0.6876055041178577
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})",0.2770034843205575,0.28222996515679444,0.22996515679442509,0.8301886792452831,2.9415327276962495,1.0,0.15178647306632348,4.226867982965545,0.9129244249726177,0.6984126984126985,0.7634182084630885,0.8225017470300489
"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'passing_xAG_category=Low'}),0.3344947735191638,0.37456445993031356,0.2770034843205575,0.8281249999999999,2.2109011627906976,1.0,0.15171363012783937,3.6388976876781736,0.8229773782475551,0.6411290322580644,0.7251915041782727,0.7838299418604651
"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})",0.30139372822299654,0.32578397212543553,0.24912891986062718,0.8265895953757225,2.537232233934036,1.0,0.1509396739064454,3.8879790940766545,0.8672549395741417,0.6589861751152075,0.7427969709190303,0.7956477388643319
"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.30139372822299654,0.3344947735191638,0.24912891986062718,0.8265895953757225,2.4711584778420037,1.0,0.14831429299857957,3.837746806039488,0.8521702736166578,0.6441441441441442,0.7394304391247768,0.7856906310211946
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})","frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",0.2787456445993031,0.2787456445993031,0.22996515679442509,0.8250000000000001,2.9596875000000002,1.0,0.15226602241134407,4.121453459432556,0.9180207875860048,0.7021276595744681,0.7573671497584541,0.8250000000000001
"frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})",0.2787456445993031,0.2787456445993031,0.22996515679442509,0.8250000000000001,2.9596875000000002,1.0,0.15226602241134407,4.121453459432556,0.9180207875860048,0.7021276595744681,0.7573671497584541,0.8250000000000001
"frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})",0.2787456445993031,0.28222996515679444,0.22996515679442509,0.8250000000000001,2.9231481481481483,1.0,0.15129478323155554,4.10154305624689,0.9121651295564337,0.694736842105263,0.7561893203883496,0.8199074074074074
"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.3344947735191638,0.3344947735191638,0.27526132404181186,0.8229166666666666,2.4601779513888884,1.0,0.16337457053017518,3.758147161303545,0.8918417390151766,0.6991150442477876,0.7339114310645724,0.8229166666666666
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})",0.3344947735191638,0.3344947735191638,0.27526132404181186,0.8229166666666666,2.4601779513888884,1.0,0.16337457053017518,3.758147161303545,0.8918417390151766,0.6991150442477876,0.7339114310645724,0.8229166666666666
frozenset({'shooting_Standard_SoT%_category=Low'}),frozenset({'shooting_Expected_xG_category=Low'}),0.3344947735191638,0.343205574912892,0.27526132404181186,0.8229166666666666,2.3977368866328255,1.0,0.16046085299080964,3.70895675343308,0.8759361123997614,0.6839826839826839,0.7303824049513703,0.8124735617597292
frozenset({'shooting_Expected_xG_category=High'}),frozenset({'shooting_Standard_Gls_category=High'}),0.32752613240418116,0.3153310104529617,0.2682926829268293,0.8191489361702129,2.5977430351475257,1.0,0.16501353664606833,3.7858167657306856,0.9146087073548215,0.716279069767442,0.7358562070272321,0.8349888327259904
"frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})","frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",0.28222996515679444,0.2770034843205575,0.22996515679442509,0.8148148148148148,2.9415327276962495,1.0,0.15178647306632348,3.9041811846689884,0.9195719329214475,0.6984126984126985,0.7438643462739849,0.8225017470300489
"frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})","frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",0.28222996515679444,0.2787456445993031,0.22996515679442509,0.8148148148148148,2.9231481481481483,1.0,0.15129478323155554,3.8947735191637625,0.9165931156222418,0.694736842105263,0.7432456611200571,0.8199074074074074
frozenset({'shooting_Expected_xG_category=Low'}),frozenset({'passing_xAG_category=Low'}),0.343205574912892,0.37456445993031356,0.2787456445993031,0.8121827411167512,2.1683390390744894,1.0,0.15019303378698295,3.33002165928995,0.8203746684350132,0.6349206349206349,0.6997016529276188,0.7781843938141895
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})","frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.3310104529616725,0.30139372822299654,0.2682926829268293,0.8105263157894738,2.6892607240644963,1.0,0.16852820842792798,3.687088656600853,0.9389542748917747,0.736842105263158,0.7287833048956557,0.850349863097049
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})",0.343205574912892,0.3310104529616725,0.2770034843205575,0.8071065989847716,2.4383115148276784,1.0,0.1633988515096699,3.4681826517513294,0.8981198805531921,0.6973684210526315,0.7116645516074449,0.8219743521239647
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})",frozenset({'passing_xAG_category=Low'}),0.397212543554007,0.37456445993031356,0.3205574912891986,0.8070175438596491,2.154549163606691,1.0,0.1717757894353458,3.2408932530883745,0.8889796431264138,0.7104247104247103,0.6914430924106924,0.8314157486740106
"frozenset({'passing_xAG_category=High', 'shooting_Expected_xG_category=High'})",frozenset({'passing_Ast_category=High'}),0.22473867595818817,0.30139372822299654,0.18118466898954705,0.8062015503875969,2.674911502442084,1.0,0.1134498415666088,3.6048083623693374,0.8076707000864304,0.5252525252525253,0.7225927429488296,0.7036788098758794
frozenset({'passing_Ast_category=High'}),frozenset({'passing_xAG_category=High'}),0.30139372822299654,0.313588850174216,0.2421602787456446,0.8034682080924855,2.562170841361593,1.0,0.14764656606247495,3.49262143881943,0.8727461920737724,0.649532710280374,0.7136821102667175,0.7878452151573538
"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.3344947735191638,0.3623693379790941,0.2682926829268293,0.8020833333333334,2.2134415064102564,1.0,0.14708203328922287,3.2217128186319464,0.8237573944380225,0.6260162601626016,0.689606102003643,0.7712339743589745
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})",0.343205574912892,0.32578397212543553,0.27526132404181186,0.8020304568527918,2.4618474985748797,1.0,0.1634504485910962,3.405655320289466,0.9040895813047712,0.6991150442477876,0.7063707551253295,0.8234751214745243
frozenset({'shooting_Expected_xG_category=Low'}),frozenset({'shooting_Standard_SoT%_category=Low'}),0.343205574912892,0.3344947735191638,0.27526132404181186,0.8020304568527918,2.3977368866328255,1.0,0.16046085299080964,3.3616546055570438,0.8875533022193868,0.6839826839826839,0.702527440401839,0.8124735617597292
"frozenset({'passing_Ast_category=High', 'shooting_Expected_xG_category=High'})","frozenset({'passing_xAG_category=High', 'shooting_Standard_Gls_category=High'})",0.20557491289198607,0.20905923344947736,0.16376306620209058,0.7966101694915253,3.8104519774011294,1.0,0.12078573249644889,3.8887921022067338,0.9284247853676744,0.6527777777777776,0.7428507429254086,0.7899717514124293
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.343205574912892,0.3623693379790941,0.2700348432055749,0.7868020304568528,2.1712709878953533,1.0,0.14566766623365585,2.9907914385266303,0.8213228373406347,0.6199999999999999,0.6656403428476325,0.7659971690745803
"frozenset({'passing_xAG_category=High', 'shooting_Standard_Gls_category=High'})","frozenset({'passing_Ast_category=High', 'shooting_Expected_xG_category=High'})",0.20905923344947736,0.20557491289198607,0.16376306620209058,0.7833333333333332,3.8104519774011294,1.0,0.12078573249644889,3.6665773251139084,0.932514762395726,0.6527777777777776,0.7272660818713449,0.7899717514124293
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.343205574912892,0.3205574912891986,0.2682926829268293,0.7817258883248731,2.4386448907525935,1.0,0.15827556483628552,3.1127947492099506,0.8982052430328292,0.6784140969162996,0.6787452817909672,0.8093412050320019
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_xAG_category=Low'})",0.29442508710801396,0.25609756097560976,0.22996515679442509,0.7810650887573963,3.049873203719357,1.0,0.15456361009603126,3.3978246539222132,0.9525813692480358,0.717391304347826,0.7056940537394508,0.8395121362154329
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})",frozenset({'passing_xAG_category=Low'}),0.32578397212543553,0.37456445993031356,0.25435540069686413,0.7807486631016044,2.0844173610247485,1.0,0.13232830312374805,2.8525962437324743,0.7716364022512479,0.5703125,0.6494421521457407,0.7299092152717325
frozenset({'passing_xAG_category=High'}),frozenset({'passing_Ast_category=High'}),0.313588850174216,0.30139372822299654,0.2421602787456446,0.7722222222222223,2.562170841361593,1.0,0.14764656606247495,3.0670519248746495,0.8882518350801591,0.649532710280374,0.673954003879191,0.7878452151573538
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.3205574912891986,0.3344947735191638,0.24738675958188153,0.7717391304347826,2.3071784420289854,1.0,0.14016195413322974,2.915546706487473,0.8338750451426509,0.6068376068376069,0.6570111541088094,0.7556612318840579
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})",frozenset({'shooting_Standard_SoT%_category=Low'}),0.3310104529616725,0.3344947735191638,0.25435540069686413,0.768421052631579,2.2972587719298247,1.0,0.14363413420097368,2.8737725688945206,0.8441067351598173,0.6186440677966101,0.6520253513364564,0.7644188596491228
frozenset({'shooting_Standard_SoT%_category=Low'}),frozenset({'passing_xAG_category=Low'}),0.3344947735191638,0.37456445993031356,0.25609756097560976,0.765625,2.0440406976744185,1.0,0.13080770678289164,2.6685249709639955,0.7674965274067743,0.5653846153846154,0.6252611420612812,0.7246729651162791
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})","frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.32578397212543553,0.30139372822299654,0.24912891986062718,0.7647058823529412,2.537232233934036,1.0,0.1509396739064454,2.969076655052265,0.898628503279666,0.6589861751152075,0.6631949537919908,0.7956477388643319
"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})",0.30139372822299654,0.25435540069686413,0.22996515679442509,0.7630057803468208,2.9997624515005143,1.0,0.15330403428474304,3.146256479986402,0.9542431799289655,0.7058823529411765,0.6821619577548484,0.8335576846939583
"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_xAG_category=Low'})",0.30139372822299654,0.25609756097560976,0.22996515679442509,0.7630057803468208,2.9793559042113955,1.0,0.15277895810316988,3.1389054134443777,0.9509748356381773,0.7021276595744679,0.6814176063678574,0.8304824820101451
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})",0.3344947735191638,0.3310104529616725,0.25435540069686413,0.7604166666666666,2.2972587719298243,1.0,0.14363413420097368,2.792304196333889,0.8485261421501828,0.6186440677966101,0.641872829861111,0.7644188596491228
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})","frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.32578397212543553,0.3623693379790941,0.24738675958188153,0.7593582887700535,2.0955368161250516,1.0,0.1293326372785878,2.6497096399535427,0.7754121628998797,0.5612648221343873,0.6226001577978435,0.7210252982311806
"frozenset({'passing_Ast_category=Low', 'Pos=DF'})",frozenset({'shooting_Standard_Gls_category=Low'}),0.2229965156794425,0.5261324041811847,0.16898954703832753,0.7578125,1.4403456125827814,1.0,0.05166385411987519,1.9566145891873665,0.39346308538671343,0.2912912912912913,0.4889131433823529,0.5395022764900662
frozenset({'passing_Ast_category=Low'}),frozenset({'shooting_Standard_Gls_category=Low'}),0.524390243902439,0.5261324041811847,0.397212543554007,0.7574750830564784,1.4397042969351608,1.0,0.1213138438004589,1.9538924156364847,0.6421502474134052,0.6080000000000002,0.4882010943912448,0.7562209852368484
frozenset({'shooting_Standard_Gls_category=Low'}),frozenset({'passing_Ast_category=Low'}),0.5261324041811847,0.524390243902439,0.397212543554007,0.7549668874172185,1.4397042969351608,1.0,0.1213138438004589,1.941001977587343,0.6445110939112486,0.6080000000000002,0.4848021735438953,0.7562209852368484
"frozenset({'passing_xAG_category=High', 'passing_Ast_category=High'})",frozenset({'shooting_Expected_xG_category=High'}),0.2421602787456446,0.32752613240418116,0.18118466898954705,0.7482014388489209,2.2844022654217055,1.0,0.10187084947006764,2.670681931309109,0.7419098143236075,0.4663677130044844,0.62556379766653,0.6506964641053115
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})",0.3310104529616725,0.28222996515679444,0.24738675958188153,0.7473684210526316,2.6480831708901884,1.0,0.15396569097597396,2.8411730545876885,0.9303110328638496,0.676190476190476,0.6480327031170158,0.8119558154645874
"frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",frozenset({'shooting_Expected_xG_category=Low'}),0.3623693379790941,0.343205574912892,0.2700348432055749,0.7451923076923077,2.1712709878953533,1.0,0.14566766623365585,2.5776083097758207,0.8460074034902167,0.6199999999999999,0.6120434605182615,0.7659971690745803
"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})",0.3344947735191638,0.28222996515679444,0.24912891986062718,0.7447916666666666,2.6389531893004112,1.0,0.15472447158518374,2.8124866671407234,0.933218613846886,0.6777251184834123,0.6444427588996763,0.8137538580246914
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.3344947735191638,0.29442508710801396,0.24912891986062718,0.7447916666666666,2.5296474358974357,1.0,0.15064526703007197,2.7647016994951286,0.9086149452641598,0.6559633027522935,0.6382973251028806,0.7954727564102564
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.3344947735191638,0.30139372822299654,0.24912891986062718,0.7447916666666666,2.4711584778420037,1.0,0.14831429299857957,2.7373960036976457,0.8945557060740307,0.6441441441441442,0.6346893183707398,0.7856906310211946
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.3344947735191638,0.3623693379790941,0.24912891986062718,0.7447916666666666,2.0553385416666665,1.0,0.12791827022302077,2.4984711654696716,0.7715373631603996,0.5564202334630349,0.5997552367941712,0.7161458333333333
frozenset({'passing_xAG_category=Low'}),frozenset({'shooting_Expected_xG_category=Low'}),0.37456445993031356,0.343205574912892,0.2787456445993031,0.7441860465116279,2.1683390390744894,1.0,0.15019303378698295,2.567469116249604,0.8615076601671308,0.6349206349206349,0.6105113811609401,0.7781843938141895
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})",frozenset({'shooting_Expected_xG_category=Low'}),0.397212543554007,0.343205574912892,0.29442508710801396,0.7412280701754387,2.159720366907116,1.0,0.15809952773494884,2.538120829150181,0.89082327188152,0.66015625,0.6060077248824981,0.7995480452400037
"frozenset({'passing_Ast_category=Low', 'passing_xAG_category=Low'})","frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})",0.3623693379790941,0.3344947735191638,0.2682926829268293,0.7403846153846154,2.2134415064102564,1.0,0.14708203328922287,2.5634275390372956,0.8597686466538924,0.6260162601626016,0.6098973016512284,0.7712339743589745
frozenset({'shooting_Standard_SoT%_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})",0.3344947735191638,0.3205574912891986,0.24738675958188153,0.7395833333333333,2.3071784420289854,1.0,0.14016195413322974,2.6090592334494764,0.851338396873387,0.6068376068376069,0.6167200854700854,0.7556612318840579
frozenset({'passing_xAG_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'shooting_Expected_xG_category=Low'})",0.37456445993031356,0.3344947735191638,0.2770034843205575,0.7395348837209302,2.2109011627906976,1.0,0.15171363012783937,2.5550647088103533,0.8757029484416881,0.6411290322580644,0.6086204797272616,0.7838299418604651
"frozenset({'shooting_Standard_Gls_category=High', 'shooting_Expected_xG_category=High'})",frozenset({'passing_xAG_category=High'}),0.2682926829268293,0.313588850174216,0.19686411149825783,0.7337662337662337,2.33989898989899,1.0,0.11273051754907792,2.5782272456870907,0.7825958702064897,0.5113122171945701,0.6121365943700968,0.6807720057720057
"frozenset({'passing_xAG_category=High', 'shooting_Expected_xG_category=High'})","frozenset({'passing_Ast_category=High', 'shooting_Standard_Gls_category=High'})",0.22473867595818817,0.19686411149825783,0.16376306620209058,0.7286821705426355,3.701447485765246,1.0,0.11952008644028699,2.960129417620705,0.9414056896963903,0.6351351351351351,0.6621769325194639,0.7802702888111408
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low'})",0.343205574912892,0.2787456445993031,0.24912891986062718,0.7258883248730964,2.6041243654822335,1.0,0.15346186065145867,2.6312427409988386,0.9378790970302905,0.6682242990654206,0.6199514455969983,0.8098191624365483
frozenset({'shooting_Expected_xG_category=Low'}),"frozenset({'shooting_Standard_SoT%_category=Low', 'passing_Ast_category=Low'})",0.343205574912892,0.28222996515679444,0.24912891986062718,0.7258883248730964,2.5719746819577614,1.0,0.15226602241134407,2.618531423409472,0.9305707555044423,0.662037037037037,0.6181065497018382,0.8043021871279062
"frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Standard_Gls_category=Low'})","frozenset({'passing_xAG_category=Low', 'shooting_Expected_xG_category=Low'})",0.32578397212543553,0.2787456445993031,0.23519163763066203,0.7219251336898397,2.5899064171123,1.0,0.1443807743204361,2.5937416242294304,0.9105177528950139,0.6367924528301887,0.6144565863235941,0.7828375668449199
frozenset({'passing_xAG_category=Low'}),"frozenset({'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.37456445993031356,0.30139372822299654,0.2700348432055749,0.7209302325581396,2.391988170453018,1.0,0.1571434641673445,2.503339140534263,0.9304519723245573,0.6652360515021459,0.6005335498463146,0.8084419948917865
"frozenset({'passing_xAG_category=High', 'passing_Ast_category=High'})",frozenset({'shooting_Standard_Gls_category=High'}),0.2421602787456446,0.3153310104529617,0.17421602787456447,0.7194244604316546,2.2814897253467943,1.0,0.09785538248612949,2.440230501206111,0.7411724137931033,0.4545454545454545,0.5902026470426711,0.6359553241384792
"frozenset({'shooting_Standard_Gls_category=Low', 'Pos=DF'})",frozenset({'passing_Ast_category=Low'}),0.23519163763066203,0.524390243902439,0.16898954703832753,0.7185185185185184,1.3701981050818257,1.0,0.0456573468173706,1.6896662387676502,0.3532630392410116,0.28613569321533927,0.4081671415004747,0.5203888273655715
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'passing_xAG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Expected_xG_category=Low'})",0.3205574912891986,0.27526132404181186,0.22996515679442509,0.7173913043478262,2.6062190423775458,1.0,0.14172807731063872,2.5644599303135895,0.9070707070707071,0.6285714285714286,0.610054347826087,0.7764171711612549
frozenset({'passing_xAG_category=High'}),frozenset({'shooting_Expected_xG_category=High'}),0.313588850174216,0.32752613240418116,0.22473867595818817,0.7166666666666668,2.1881205673758872,1.0,0.12203013269555296,2.37343717974995,0.7910518238696731,0.5397489539748955,0.5786701208981003,0.7014184397163121
frozenset({'passing_xAG_category=Low'}),"frozenset({'shooting_Standard_Gls_category=Low', 'passing_Ast_category=Low', 'shooting_Expected_xG_category=Low'})",0.37456445993031356,0.29442508710801396,0.2682926829268293,0.7162790697674419,2.432805834594743,1.0,0.1580115091842805,2.4868623978979842,0.9416669681293636,0.6695652173913044,0.5978868791271893,0.8137608366588689
"frozenset({'shooting_Standard_Gls_category=Low', 'passing_xAG_category=Low'})","frozenset({'shooting_Standard_SoT%_category=Low', 'shooting_Expected_xG_category=Low'})",0.3310104529616725,0.27526132404181186,0.23519163763066203,0.7105263157894737,2.5812791472351764,1.0,0.1440772620767522,2.50364269876465,0.9157021604938272,0.6338028169014085,0.600581983805668,0.7824783477681545
